crate	lint	api	reason
boxddd	inherent_method_missing	World::try_prismatic_joint_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_lower_limit	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_max_motor_force	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_motor_enabled	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_motor_force	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_speed	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_spring_enabled	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_target_translation	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_translation	result_first_api
boxddd	inherent_method_missing	World::try_prismatic_joint_upper_limit	result_first_api
boxddd	inherent_method_missing	World::try_profile	result_first_api
boxddd	inherent_method_missing	World::try_rebuild_static_tree	result_first_api
boxddd	inherent_method_missing	World::try_restitution_threshold	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_angle	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_lower_limit	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_max_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_motor_enabled	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_spring_enabled	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_target_angle	result_first_api
boxddd	inherent_method_missing	World::try_revolute_joint_upper_limit	result_first_api
boxddd	inherent_method_missing	World::try_sensor_events	result_first_api
boxddd	inherent_method_missing	World::try_sensor_events_into	result_first_api
boxddd	inherent_method_missing	World::try_set_body_angular_damping	result_first_api
boxddd	inherent_method_missing	World::try_set_body_angular_velocity	result_first_api
boxddd	inherent_method_missing	World::try_set_body_awake	result_first_api
boxddd	inherent_method_missing	World::try_set_body_bullet	result_first_api
boxddd	inherent_method_missing	World::try_set_body_gravity_scale	result_first_api
boxddd	inherent_method_missing	World::try_set_body_linear_damping	result_first_api
boxddd	inherent_method_missing	World::try_set_body_linear_velocity	result_first_api
boxddd	inherent_method_missing	World::try_set_body_mass_data	result_first_api
boxddd	inherent_method_missing	World::try_set_body_motion_locks	result_first_api
boxddd	inherent_method_missing	World::try_set_body_name	result_first_api
boxddd	inherent_method_missing	World::try_set_body_sleep_threshold	result_first_api
boxddd	inherent_method_missing	World::try_set_body_target_transform	result_first_api
boxddd	inherent_method_missing	World::try_set_body_transform	result_first_api
boxddd	inherent_method_missing	World::try_set_body_type	result_first_api
boxddd	inherent_method_missing	World::try_set_contact_recycle_distance	result_first_api
boxddd	inherent_method_missing	World::try_set_contact_tuning	result_first_api
boxddd	inherent_method_missing	World::try_set_custom_filter	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_length	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_length_range	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_max_motor_force	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_spring_force_range	result_first_api
boxddd	inherent_method_missing	World::try_set_distance_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_friction_callback	result_first_api
boxddd	inherent_method_missing	World::try_set_gravity	result_first_api
boxddd	inherent_method_missing	World::try_set_hit_event_threshold	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_collide_connected	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_constraint_tuning	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_force_threshold	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_local_frame_a	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_local_frame_b	result_first_api
boxddd	inherent_method_missing	World::try_set_joint_torque_threshold	result_first_api
boxddd	inherent_method_missing	World::try_set_maximum_linear_speed	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_angular_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_angular_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_angular_velocity	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_linear_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_linear_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_linear_velocity	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_max_spring_force	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_max_spring_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_max_velocity_force	result_first_api
boxddd	inherent_method_missing	World::try_set_motor_joint_max_velocity_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_parallel_joint_max_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_parallel_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_parallel_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_pre_solve	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_limits	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_max_motor_force	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_prismatic_joint_target_translation	result_first_api
boxddd	inherent_method_missing	World::try_set_restitution_callback	result_first_api
boxddd	inherent_method_missing	World::try_set_restitution_threshold	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_limits	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_max_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_revolute_joint_target_angle	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_capsule	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_density	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_filter	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_friction	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_hull	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_mesh	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_mesh_material	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_restitution	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_sphere	result_first_api
boxddd	inherent_method_missing	World::try_set_shape_surface_material	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_cone_limit	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_max_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_motor_velocity	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_target_rotation	result_first_api
boxddd	inherent_method_missing	World::try_set_spherical_joint_twist_limits	result_first_api
boxddd	inherent_method_missing	World::try_set_weld_joint_angular_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_weld_joint_angular_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_weld_joint_linear_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_weld_joint_linear_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_max_spin_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_max_steering_torque	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_spin_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_steering_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_steering_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_steering_limits	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_suspension_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_suspension_hertz	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_suspension_limits	result_first_api
boxddd	inherent_method_missing	World::try_set_wheel_joint_target_steering_angle	result_first_api
boxddd	inherent_method_missing	World::try_set_worker_count	result_first_api
boxddd	inherent_method_missing	World::try_shape_aabb	result_first_api
boxddd	inherent_method_missing	World::try_shape_body	result_first_api
boxddd	inherent_method_missing	World::try_shape_capsule	result_first_api
boxddd	inherent_method_missing	World::try_shape_cast_ray	result_first_api
boxddd	inherent_method_missing	World::try_shape_closest_point	result_first_api
boxddd	inherent_method_missing	World::try_shape_compound	result_first_api
boxddd	inherent_method_missing	World::try_shape_contact_events_enabled	result_first_api
boxddd	inherent_method_missing	World::try_shape_contacts	result_first_api
boxddd	inherent_method_missing	World::try_shape_contacts_into	result_first_api
boxddd	inherent_method_missing	World::try_shape_density	result_first_api
boxddd	inherent_method_missing	World::try_shape_filter	result_first_api
boxddd	inherent_method_missing	World::try_shape_friction	result_first_api
boxddd	inherent_method_missing	World::try_shape_height_field	result_first_api
boxddd	inherent_method_missing	World::try_shape_hit_events_enabled	result_first_api
boxddd	inherent_method_missing	World::try_shape_hull	result_first_api
boxddd	inherent_method_missing	World::try_shape_mass_data	result_first_api
boxddd	inherent_method_missing	World::try_shape_mesh	result_first_api
boxddd	inherent_method_missing	World::try_shape_mesh_material_count	result_first_api
boxddd	inherent_method_missing	World::try_shape_mesh_surface_material	result_first_api
boxddd	inherent_method_missing	World::try_shape_pre_solve_events_enabled	result_first_api
boxddd	inherent_method_missing	World::try_shape_restitution	result_first_api
boxddd	inherent_method_missing	World::try_shape_sensor	result_first_api
boxddd	inherent_method_missing	World::try_shape_sensor_data	result_first_api
boxddd	inherent_method_missing	World::try_shape_sensor_data_into	result_first_api
boxddd	inherent_method_missing	World::try_shape_sensor_events_enabled	result_first_api
boxddd	inherent_method_missing	World::try_shape_sphere	result_first_api
boxddd	inherent_method_missing	World::try_shape_surface_material	result_first_api
boxddd	inherent_method_missing	World::try_shape_type	result_first_api
boxddd	inherent_method_missing	World::try_sleeping_enabled	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_cone_angle	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_cone_limit	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_cone_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_lower_twist_limit	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_max_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_motor_enabled	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_motor_torque	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_motor_velocity	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_spring_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_spring_enabled	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_spring_hertz	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_target_rotation	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_twist_angle	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_twist_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_spherical_joint_upper_twist_limit	result_first_api
boxddd	inherent_method_missing	World::try_start_recording	result_first_api
boxddd	inherent_method_missing	World::try_step	result_first_api
boxddd	inherent_method_missing	World::try_stop_recording	result_first_api
boxddd	inherent_method_missing	World::try_wake_joint_bodies	result_first_api
boxddd	inherent_method_missing	World::try_warm_starting_enabled	result_first_api
boxddd	inherent_method_missing	World::try_weld_joint_angular_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_weld_joint_angular_hertz	result_first_api
boxddd	inherent_method_missing	World::try_weld_joint_linear_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_weld_joint_linear_hertz	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_lower_steering_limit	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_lower_suspension_limit	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_max_spin_torque	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_max_steering_torque	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_spin_motor_enabled	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_spin_motor_speed	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_spin_speed	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_spin_torque	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_angle	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_enabled	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_hertz	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_steering_torque	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_suspension_damping_ratio	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_suspension_enabled	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_suspension_hertz	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_suspension_limit_enabled	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_target_steering_angle	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_upper_steering_limit	result_first_api
boxddd	inherent_method_missing	World::try_wheel_joint_upper_suspension_limit	result_first_api
boxddd	inherent_method_missing	World::try_with_body_events_raw	result_first_api
boxddd	inherent_method_missing	World::try_with_body_events_view	result_first_api
boxddd	inherent_method_missing	World::try_with_contact_events_raw	result_first_api
boxddd	inherent_method_missing	World::try_with_contact_events_view	result_first_api
boxddd	inherent_method_missing	World::try_with_joint_events_raw	result_first_api
boxddd	inherent_method_missing	World::try_with_joint_events_view	result_first_api
boxddd	inherent_method_missing	World::try_with_sensor_events_raw	result_first_api
boxddd	inherent_method_missing	World::try_with_sensor_events_view	result_first_api
boxddd	inherent_method_missing	World::try_worker_count	result_first_api
boxddd	inherent_method_missing	WorldDef::raw	result_first_api
boxddd	repr_c_removed	struct BodyId	owner_scoped_handles
boxddd	repr_c_removed	struct ContactId	owner_scoped_handles
boxddd	repr_c_removed	struct JointId	owner_scoped_handles
boxddd	repr_c_removed	struct ShapeId	owner_scoped_handles
boxddd	struct_missing	struct boxddd::DebugShape	debug_draw_assets
boxddd	struct_missing	struct boxddd::debug_draw::DebugShape	debug_draw_assets
boxddd	struct_missing	struct boxddd::prelude::DebugShape	debug_draw_assets
boxddd	struct_pub_field_missing	field draw_friction_forces of struct DebugDrawOptions	debug_draw_assets
boxddd	struct_pub_field_missing	field generation of struct BodyId	owner_scoped_handles
boxddd	struct_pub_field_missing	field generation of struct ContactId	owner_scoped_handles
boxddd	struct_pub_field_missing	field generation of struct JointId	owner_scoped_handles
boxddd	struct_pub_field_missing	field generation of struct ReplayWorldId	owner_scoped_handles
boxddd	struct_pub_field_missing	field generation of struct ShapeId	owner_scoped_handles
boxddd	struct_pub_field_missing	field index1 of struct BodyId	owner_scoped_handles
boxddd	struct_pub_field_missing	field index1 of struct ContactId	owner_scoped_handles
boxddd	struct_pub_field_missing	field index1 of struct JointId	owner_scoped_handles
boxddd	struct_pub_field_missing	field index1 of struct ReplayWorldId	owner_scoped_handles
boxddd	struct_pub_field_missing	field index1 of struct ShapeId	owner_scoped_handles
boxddd	struct_pub_field_missing	field padding of struct ContactId	owner_scoped_handles
boxddd	struct_pub_field_missing	field world0 of struct BodyId	owner_scoped_handles
boxddd	struct_pub_field_missing	field world0 of struct ContactId	owner_scoped_handles
boxddd	struct_pub_field_missing	field world0 of struct JointId	owner_scoped_handles
boxddd	struct_pub_field_missing	field world0 of struct ShapeId	owner_scoped_handles
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.nx	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.ny	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.nz	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.vx	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.vy	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3BoxHull.vz	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3DebugDraw.drawSleep	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3HullData.soaNormalOffset	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3HullData.soaVertexOffset	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3ShapeDef.enableSpeculativeContact	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3ShapeDef.name	upstream_ffi_refresh
boxddd-sys	constructible_struct_adds_field	field b3SurfaceMaterial.padding	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3Body_GetLocalCenterOfMass	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3Body_GetWorldCenterOfMass	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3CollideCapsuleAndTriangle	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3CollideHullAndTriangle	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3CollideSphereAndTriangle	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3CreateCompoundShape	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3ReadBinaryFile	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3World_Dump	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3World_DumpAwake	upstream_ffi_refresh
boxddd-sys	function_missing	function boxddd_sys::ffi::b3WriteBinaryFile	upstream_ffi_refresh
boxddd-sys	pub_module_level_const_missing	B3_BODY_NAME_LENGTH	upstream_ffi_refresh
boxddd-sys	pub_module_level_const_missing	B3_SHAPE_NAME_LENGTH	upstream_ffi_refresh
boxddd-sys	struct_pub_field_missing	field drawFrictionForces of struct b3DebugDraw	upstream_ffi_refresh
